,PORTCODE,ASONDATE,VALUE
8154,1,21-06-2013,30.7242
8155,1,24-06-2013,29.8369
8156,1,25-06-2013,29.0832
8157,1,26-06-2013,30.3343
8158,1,27-06-2013,31.136
8159,1,28-06-2013,31.4917
8160,1,01-07-2013,31.7542
8161,1,02-07-2013,31.4823
8162,1,03-07-2013,31.5302
8163,1,04-07-2013,31.5412
8164,1,05-07-2013,31.6799
8165,1,08-07-2013,30.9848
8166,1,09-07-2013,31.0456
8167,1,10-07-2013,30.9204
8168,1,11-07-2013,31.3482
8169,1,12-07-2013,32.0026
8170,1,15-07-2013,32.1436
8171,51,11-08-2014,1.1887
8172,51,12-08-2014,1.1932
8173,51,13-08-2014,1.1965
8174,51,14-08-2014,1.2038
8175,51,15-08-2014,1.1992
8176,51,18-08-2014,1.2037
8177,51,19-08-2014,1.2118
8178,51,20-08-2014,1.2154
8179,51,22-08-2014,1.2213
8180,51,26-08-2014,1.2247
8181,51,27-08-2014,1.2254
8182,50,15-09-2003,0.7657
8183,50,16-09-2003,0.7744
8184,50,17-09-2003,0.7874
8185,50,18-09-2003,0.787
8186,50,19-09-2003,0.7829
8187,50,22-09-2003,0.785
8188,50,23-09-2003,0.7792
8189,50,24-09-2003,0.7868
8190,50,25-09-2003,0.7846
8191,50,26-09-2003,0.7844
8192,50,29-09-2003,0.7823
8193,50,30-09-2003,0.7777
8194,50,01-10-2003,0.7727
8195,50,02-10-2003,0.7776
8196,50,03-10-2003,0.7815
8197,50,06-10-2003,0.7829
8198,50,07-10-2003,0.7847
8199,50,08-10-2003,0.7775
8200,50,09-10-2003,0.7802
8201,50,10-10-2003,0.7999
8202,50,13-10-2003,0.8183
8203,50,14-10-2003,0.8088
8204,50,15-10-2003,0.8048
8205,50,16-10-2003,0.811
8206,50,17-10-2003,0.8107
8207,50,20-10-2003,0.811
8208,50,21-10-2003,0.8194
8209,50,22-10-2003,0.8176
8210,50,23-10-2003,0.8083
8211,50,24-10-2003,0.808
8212,50,27-10-2003,0.805
8213,50,28-10-2003,0.8075
8214,50,29-10-2003,0.8084
8215,50,30-10-2003,0.8168
8216,50,31-10-2003,0.8269
8217,50,03-11-2003,0.8308
8218,50,04-11-2003,0.8417
8219,50,05-11-2003,0.8409
8220,50,06-11-2003,0.8395
8221,50,07-11-2003,0.834
8222,50,10-11-2003,0.8321
8223,50,11-11-2003,0.8188
8224,50,12-11-2003,0.8083
8225,50,13-11-2003,0.7981
8226,50,14-11-2003,0.7988
8227,50,17-11-2003,0.7899
8228,50,18-11-2003,0.7896
8229,50,19-11-2003,0.7845
8230,50,20-11-2003,0.7918
8231,50,21-11-2003,0.7928
8232,50,24-11-2003,0.793
8233,50,25-11-2003,0.7979
8234,50,27-11-2003,0.7849
8235,50,28-11-2003,0.7821
8236,50,01-12-2003,0.7857
8237,50,02-12-2003,0.7938
8238,50,03-12-2003,0.8048
8239,50,04-12-2003,0.8017
8240,50,05-12-2003,0.7985
8241,50,08-12-2003,0.8009
8242,50,09-12-2003,0.8093
8243,50,10-12-2003,0.8062
8244,50,11-12-2003,0.8059
8245,50,12-12-2003,0.8185
8246,50,15-12-2003,0.8245
8247,50,16-12-2003,0.8268
8248,50,17-12-2003,0.8263
8249,50,18-12-2003,0.8326
8250,50,19-12-2003,0.8386
8251,50,22-12-2003,0.8379
8252,50,23-12-2003,0.8404
8253,50,29-12-2003,0.8533
8254,50,30-12-2003,0.849
8255,50,05-01-2004,0.8751
8256,50,06-01-2004,0.8995
8257,50,07-01-2004,0.8907
8258,50,08-01-2004,0.8799
8259,50,09-01-2004,0.8971
8260,50,12-01-2004,0.8822
8261,50,13-01-2004,0.8861
8262,50,14-01-2004,0.8956
8263,50,15-01-2004,0.8867
8264,50,16-01-2004,0.8922
8265,50,19-01-2004,0.8931
8266,50,20-01-2004,0.9065
8267,50,21-01-2004,0.9133
8268,50,22-01-2004,0.9137
8269,50,23-01-2004,0.9131
8270,50,26-01-2004,0.9072
8271,50,27-01-2004,0.9163
8272,50,28-01-2004,0.9079
8273,50,29-01-2004,0.8903
8274,50,30-01-2004,0.8873
8275,50,02-02-2004,0.8553
8276,50,03-02-2004,0.8502
8277,52,25-03-2002,1.3505
8278,52,26-03-2002,1.3507
8279,52,27-03-2002,1.351
8280,52,01-04-2002,1.3522
8281,52,02-04-2002,1.3524
8282,52,03-04-2002,1.3527
8283,52,04-04-2002,1.3529
8284,52,05-04-2002,1.3532
8285,52,09-04-2002,1.3541
8286,52,10-04-2002,1.3544
8287,52,11-04-2002,1.3546
8288,50,07-06-2005,1.1677
8289,50,08-06-2005,1.1379
8290,50,09-06-2005,1.1097
8291,50,10-06-2005,1.1297
8292,50,14-06-2005,1.1406
8293,50,15-06-2005,1.1595
8294,50,16-06-2005,1.1633
8295,50,17-06-2005,1.1692
8296,50,20-06-2005,1.1661
8297,50,21-06-2005,1.1401
8298,50,22-06-2005,1.1423
8299,50,23-06-2005,1.1408
8300,50,24-06-2005,1.1367
8301,50,27-06-2005,1.1453
8302,50,28-06-2005,1.1427
8303,50,29-06-2005,1.1374
8304,50,30-06-2005,1.1272
8305,50,01-07-2005,1.1125
8306,50,04-07-2005,1.0715
8307,50,05-07-2005,1.0699
8308,50,06-07-2005,1.0679
8309,50,07-07-2005,1.088
8310,50,08-07-2005,1.103
8311,50,11-07-2005,1.0909
8312,50,12-07-2005,1.0995
8313,50,13-07-2005,1.0918
8314,50,14-07-2005,1.1049
8315,50,15-07-2005,1.1139
8316,50,18-07-2005,1.1201
8317,50,19-07-2005,1.1129
8318,50,20-07-2005,1.1413
8319,50,21-07-2005,1.1498
8320,50,22-07-2005,1.1466
8321,50,26-07-2005,1.1491
8322,50,28-07-2005,1.1565
8323,50,29-07-2005,1.1694
8324,50,01-08-2005,1.17
8325,50,02-08-2005,1.1621
8326,50,03-08-2005,1.1633
8327,50,04-08-2005,1.1649
8328,50,05-08-2005,1.16
8329,50,08-08-2005,1.1587
8330,50,09-08-2005,1.158
8331,50,10-08-2005,1.1659
8332,50,11-08-2005,1.1763
8333,50,12-08-2005,1.1832
8334,50,15-08-2005,1.1905
8335,50,16-08-2005,1.1741
8336,50,17-08-2005,1.1677
8337,50,18-08-2005,1.1632
8338,50,19-08-2005,1.1601
8339,50,22-08-2005,1.1533
8340,50,23-08-2005,1.1519
8341,50,24-08-2005,1.1418
8342,50,25-08-2005,1.1317
8343,50,26-08-2005,1.1335
8344,50,29-08-2005,1.1379
8345,50,30-08-2005,1.1468
8346,50,31-08-2005,1.1389
8347,50,01-09-2005,1.1413
8348,50,02-09-2005,1.1438
8349,50,05-09-2005,1.135
8350,50,06-09-2005,1.1182
8351,50,07-09-2005,1.187
8352,50,08-09-2005,1.123
8353,50,09-09-2005,1.1113
8354,50,12-09-2005,1.1034
8355,50,13-09-2005,1.1178
8356,50,14-09-2005,1.1281
8357,50,15-09-2005,1.1223
8358,50,16-09-2005,1.1256
8359,50,19-09-2005,1.1351
8360,50,20-09-2005,1.1382
8361,50,21-09-2005,1.154
8362,50,22-09-2005,1.1572
8363,50,23-09-2005,1.1544
8364,50,26-09-2005,1.1523
8365,50,27-09-2005,1.1674
8366,50,28-09-2005,1.1631
8367,50,29-09-2005,1.16
8368,50,30-09-2005,1.1455
8369,50,03-10-2005,1.1475
8370,50,04-10-2005,1.1438
8371,50,05-10-2005,1.145
8372,50,06-10-2005,1.1441
8373,50,07-10-2005,1.1521
8374,50,10-10-2005,1.1508
8375,50,11-10-2005,1.1588
8376,50,12-10-2005,1.1559
8377,50,13-10-2005,1.1542
8378,50,14-10-2005,1.153
8379,50,17-10-2005,1.1502
8380,52,17-11-2003,1.4885
8381,52,18-11-2003,1.4888
8382,52,19-11-2003,1.489
8383,52,20-11-2003,1.4893
8384,52,21-11-2003,1.4895
8385,52,24-11-2003,1.4903
8386,52,25-11-2003,1.4905
8387,52,27-11-2003,1.491
8388,52,28-11-2003,1.4913
8389,52,01-12-2003,1.492
8390,52,02-12-2003,1.4922
8391,50,02-02-2007,1.8436
8392,50,05-02-2007,1.852
8393,50,06-02-2007,1.8478
8394,50,07-02-2007,1.8276
8395,50,08-02-2007,1.8085
8396,50,09-02-2007,1.8348
8397,50,12-02-2007,1.8281
8398,50,13-02-2007,1.8277
8399,50,14-02-2007,1.8614
8400,50,15-02-2007,1.9028
8401,50,16-02-2007,1.879
8402,50,19-02-2007,1.8777
8403,50,20-02-2007,1.9017
8404,50,21-02-2007,1.9046
8405,50,22-02-2007,1.8973
8406,50,23-02-2007,1.9087
8407,50,26-02-2007,1.9034
8408,50,27-02-2007,1.8781
8409,50,28-02-2007,1.7427
8410,50,01-03-2007,1.8058
8411,50,02-03-2007,1.7799
8412,50,05-03-2007,1.7068
8413,50,06-03-2007,1.694
8414,50,07-03-2007,1.74
8415,50,08-03-2007,1.7221
8416,50,09-03-2007,1.7584
8417,50,12-03-2007,1.7712
8418,50,13-03-2007,1.8013
8419,50,14-03-2007,1.746
8420,50,15-03-2007,1.73
8421,50,16-03-2007,1.7404
8422,50,19-03-2007,1.7304
8423,50,20-03-2007,1.7377
8424,50,21-03-2007,1.7645
8425,50,22-03-2007,1.8091
8426,50,23-03-2007,1.8042
8427,50,26-03-2007,1.7937
8428,50,27-03-2007,1.8072
8429,50,28-03-2007,1.7997
8430,50,29-03-2007,1.7945
8431,50,30-03-2007,1.8194
8432,50,02-04-2007,1.832
8433,50,03-04-2007,1.8422
8434,50,04-04-2007,1.8649
8435,50,10-04-2007,1.8696
8436,50,11-04-2007,1.8652
8437,50,12-04-2007,1.8294
8438,50,13-04-2007,1.8269
8439,50,16-04-2007,1.8497
8440,50,17-04-2007,1.8766
8441,50,18-04-2007,1.8652
8442,50,19-04-2007,1.8364
8443,50,20-04-2007,1.8457
8444,50,23-04-2007,1.8782
8445,50,24-04-2007,1.8632
8446,50,25-04-2007,1.874
8447,50,26-04-2007,1.8932
8448,50,27-04-2007,1.877
8449,50,30-04-2007,1.8537
8450,50,02-05-2007,1.8557
8451,50,03-05-2007,1.8554
8452,50,04-05-2007,1.8591
8453,50,07-05-2007,1.8857
8454,50,08-05-2007,1.8874
8455,50,09-05-2007,1.8932
8456,50,10-05-2007,1.8927
8457,50,11-05-2007,1.9063
8458,50,15-05-2007,1.9311
8459,50,16-05-2007,1.933
8460,50,17-05-2007,1.9327
8461,50,18-05-2007,1.9525
8462,50,21-05-2007,1.9601
8463,50,22-05-2007,1.9842
8464,50,23-05-2007,1.9651
8465,50,24-05-2007,1.9687
8466,50,25-05-2007,1.9536
8467,50,28-05-2007,1.9543
8468,50,29-05-2007,1.9594
8469,50,30-05-2007,1.9284
8470,50,31-05-2007,1.9683
8471,50,01-06-2007,2.0068
8472,50,04-06-2007,2.0456
8473,50,05-06-2007,2.0377
8474,50,06-06-2007,2.0185
8475,50,07-06-2007,1.9967
8476,50,08-06-2007,1.9952
8477,50,12-06-2007,2.0158
8478,50,13-06-2007,2.0038
8479,50,14-06-2007,2.046
8480,50,15-06-2007,2.063
8481,50,18-06-2007,2.0707
8482,50,19-06-2007,2.0655
8483,1,16-07-2013,32.019
8484,1,17-07-2013,31.9066
8485,1,18-07-2013,32.224
8486,1,19-07-2013,32.1568
8487,1,22-07-2013,32.1429
8488,1,23-07-2013,32.6334
8489,1,24-07-2013,32.8904
8490,1,25-07-2013,32.9004
8491,1,26-07-2013,32.7943
8492,1,29-07-2013,32.5766
8493,1,30-07-2013,32.5874
8494,1,31-07-2013,32.1563
8495,1,01-08-2013,32.2561
8496,1,02-08-2013,31.7421
8497,1,05-08-2013,31.6481
8498,1,06-08-2013,31.3292
8499,1,07-08-2013,31.3734
8500,1,08-08-2013,31.3332
8501,1,12-08-2013,31.5188
8502,1,13-08-2013,31.9475
8503,1,14-08-2013,32.3165
8504,1,15-08-2013,32.0079
8505,1,16-08-2013,31.7779
8506,1,22-08-2013,30.198
8507,1,23-08-2013,30.2579
8508,1,27-08-2013,29.354
8509,1,28-08-2013,28.6659
8510,1,29-08-2013,29.4975
8511,1,30-08-2013,29.9928
8512,1,02-09-2013,30.0054
8513,1,03-09-2013,30.0892
8514,1,04-09-2013,29.6812
8515,1,05-09-2013,29.6929
8516,1,06-09-2013,29.7127
8517,1,09-09-2013,29.8381
8518,1,10-09-2013,30.1851
8519,1,11-09-2013,30.5925
8520,1,12-09-2013,30.488
8521,1,13-09-2013,30.2694
8522,1,16-09-2013,30.8243
8523,1,17-09-2013,31.0293
8524,1,18-09-2013,30.9977
8525,1,19-09-2013,31.7508
8526,1,20-09-2013,31.4854
8527,1,23-09-2013,31.5903
8528,1,24-09-2013,31.4764
8529,1,25-09-2013,31.3545
8530,1,26-09-2013,31.2533
8531,1,27-09-2013,31.1587
8532,1,30-09-2013,30.5294
8533,1,01-10-2013,30.5198
8534,1,02-10-2013,31.0666
8535,1,03-10-2013,31.1564
8536,1,04-10-2013,31.1649
8537,1,07-10-2013,31.3904
8538,1,08-10-2013,31.4158
8539,1,09-10-2013,31.1738
8540,1,10-10-2013,31.5228
8541,1,11-10-2013,31.7413
8542,1,14-10-2013,31.5463
8543,1,16-10-2013,31.6891
8544,1,17-10-2013,31.8994
8545,1,18-10-2013,32.133
8546,1,21-10-2013,32.1019
8547,1,22-10-2013,32.1224
8548,1,23-10-2013,32.2712
8549,1,24-10-2013,32.0826
8550,1,25-10-2013,31.9097
8551,1,29-10-2013,31.9118
8552,1,30-10-2013,32.1671
8553,1,31-10-2013,32.1018
8554,1,04-11-2013,31.9546
8555,1,05-11-2013,31.8849
8556,1,06-11-2013,31.7521
8557,1,07-11-2013,31.5662
8558,1,08-11-2013,31.205
8559,1,11-11-2013,30.7928
8560,1,12-11-2013,30.965
8561,1,13-11-2013,30.8989
8562,1,14-11-2013,30.9315
8563,1,15-11-2013,30.9545
8564,1,18-11-2013,30.9028
8565,1,19-11-2013,30.504
8566,1,20-11-2013,29.992
8567,1,21-11-2013,29.7853
8568,1,22-11-2013,29.6243
8569,1,25-11-2013,29.2808
8570,1,26-11-2013,29.297
8571,1,27-11-2013,29.4813
8572,1,28-11-2013,29.9383
8573,1,29-11-2013,30.0898
8574,1,02-12-2013,30.1785
8575,1,03-12-2013,29.9551
8576,1,04-12-2013,29.6444
8577,1,05-12-2013,29.4443
8578,1,06-12-2013,29.3638
8579,1,09-12-2013,29.2976
8580,1,10-12-2013,28.8138
8581,1,11-12-2013,28.8115
8582,1,12-12-2013,28.3083
8583,1,13-12-2013,28.3609
8584,1,16-12-2013,28.5743
8585,1,17-12-2013,29.0333
8586,50,04-02-2004,0.8519
8587,50,05-02-2004,0.8471
8588,50,06-02-2004,0.8624
8589,50,09-02-2004,0.871
8590,50,10-02-2004,0.8774
8591,50,11-02-2004,0.871
8592,50,12-02-2004,0.8721
8593,50,13-02-2004,0.8728
8594,50,16-02-2004,0.8647
8595,50,17-02-2004,0.8589
8596,50,18-02-2004,0.8626
8597,50,19-01-2010,1.9793
8598,50,20-01-2010,1.9774
8599,50,21-01-2010,1.9785
8600,50,22-01-2010,1.9432
8601,50,25-01-2010,1.9111
8602,50,26-01-2010,1.9036
8603,50,27-01-2010,1.8822
8604,50,28-01-2010,1.9073
8605,50,29-01-2010,1.9016
8606,50,01-02-2010,1.8614
8607,50,02-02-2010,1.8496
8608,50,03-02-2010,1.8628
8609,50,04-02-2010,1.8801
8610,50,05-02-2010,1.8451
8611,50,08-02-2010,1.8423
8612,50,09-02-2010,1.8137
8613,50,10-02-2010,1.8489
8614,50,11-02-2010,1.8787
8615,50,12-02-2010,1.9035
8616,50,15-02-2010,1.9116
8617,50,16-02-2010,1.9161
8618,50,17-02-2010,1.9457
8619,50,18-02-2010,1.9343
8620,50,19-02-2010,1.922
8621,50,22-02-2010,1.9436
8622,50,23-02-2010,1.9421
8623,50,24-02-2010,1.9233
8624,50,25-02-2010,1.952
8625,50,26-02-2010,1.9587
8626,50,01-03-2010,1.9793
8627,50,02-03-2010,1.9689
8628,50,03-03-2010,1.9734
8629,50,04-03-2010,1.9528
8630,50,05-03-2010,1.974
8631,50,08-03-2010,1.9885
8632,50,09-03-2010,1.9937
8633,50,10-03-2010,2.0006
8634,50,11-03-2010,2.0042
8635,50,12-03-2010,1.9958
8636,50,15-03-2010,1.9977
8637,50,16-03-2010,2.0027
8638,50,17-03-2010,2.0046
8639,50,18-03-2010,2.0114
8640,50,19-03-2010,2.0121
8641,50,22-03-2010,2.006
8642,50,23-03-2010,2.0324
8643,50,24-03-2010,2.0543
8644,50,25-03-2010,2.0567
8645,50,26-03-2010,2.0621
8646,50,29-03-2010,2.061
8647,50,30-03-2010,2.0754
8648,50,31-03-2010,2.0517
8649,50,05-04-2010,2.0663
8650,50,06-04-2010,2.1053
8651,50,07-04-2010,2.1176
8652,50,08-04-2010,2.1096
8653,50,12-04-2010,2.1327
8654,50,13-04-2010,2.1362
8655,50,14-04-2010,2.1356
8656,50,15-04-2010,2.1231
8657,50,16-04-2010,2.1167
8658,50,19-04-2010,2.0804
8659,50,20-04-2010,2.0474
8660,50,21-04-2010,2.0817
8661,50,22-04-2010,2.1016
8662,50,23-04-2010,2.1054
8663,50,26-04-2010,2.1336
8664,50,27-04-2010,2.1436
8665,50,28-04-2010,2.1305
8666,50,29-04-2010,2.1375
8667,50,30-04-2010,2.1354
8668,50,04-05-2010,2.1377
8669,50,05-05-2010,2.0711
8670,50,06-05-2010,2.0665
8671,50,07-05-2010,2.0935
8672,50,11-05-2010,2.1252
8673,50,12-05-2010,2.127
8674,50,13-05-2010,2.1598
8675,50,14-05-2010,2.1624
8676,50,17-05-2010,2.1389
8677,50,18-05-2010,2.1235
8678,50,19-05-2010,2.096
8679,50,20-05-2010,2.0907
8680,50,21-05-2010,2.07
8681,50,24-05-2010,2.0807
8682,50,25-05-2010,2.0306
8683,50,26-05-2010,2.0439
8684,50,27-05-2010,2.0594
8685,50,28-05-2010,2.1132
8686,50,31-05-2010,2.1238
8687,50,01-06-2010,2.1196
8688,50,02-06-2010,2.1324
8689,50,18-10-2005,1.1508
8690,50,19-10-2005,1.1544
8691,50,20-10-2005,1.1492
8692,50,21-10-2005,1.1374
8693,50,24-10-2005,1.1349
8694,50,25-10-2005,1.1401
8695,50,26-10-2005,1.1441
8696,50,27-10-2005,1.1477
8697,50,28-10-2005,1.157
8698,50,02-11-2005,1.1819
8699,50,03-11-2005,1.1942
8700,50,16-09-2011,2.8421
8701,50,19-09-2011,2.856
8702,50,20-09-2011,2.8051
8703,50,21-09-2011,2.7966
8704,50,22-09-2011,2.7353
8705,50,23-09-2011,2.6231
8706,50,26-09-2011,2.5332
8707,50,28-09-2011,2.6237
8708,50,29-09-2011,2.6207
8709,50,30-09-2011,2.6943
8710,50,03-10-2011,2.6162
8711,50,04-10-2011,2.6186
8712,50,05-10-2011,2.6112
8713,50,06-10-2011,2.6493
8714,50,07-10-2011,2.717
8715,50,10-10-2011,2.7338
8716,50,11-10-2011,2.7747
8717,50,12-10-2011,2.7708
8718,50,13-10-2011,2.7784
8719,50,14-10-2011,2.7894
8720,50,17-10-2011,2.8258
8721,50,18-10-2011,2.7918
8722,50,19-10-2011,2.813
8723,50,20-10-2011,2.7991
8724,50,21-10-2011,2.7969
8725,50,24-10-2011,2.8175
8726,50,25-10-2011,2.8421
8727,50,26-10-2011,2.8315
8728,50,27-10-2011,2.8575
8729,50,28-10-2011,2.8967
8730,50,02-11-2011,2.8527
8731,50,03-11-2011,2.8229
8732,50,04-11-2011,2.8603
8733,50,08-11-2011,2.8855
8734,50,09-11-2011,2.9043
8735,50,10-11-2011,2.8671
8736,50,11-11-2011,2.8833
8737,50,14-11-2011,2.9084
8738,50,15-11-2011,2.9096
8739,50,16-11-2011,2.8966
8740,50,17-11-2011,2.8925
8741,50,18-11-2011,2.8757
8742,50,21-11-2011,2.8731
8743,50,22-11-2011,2.8691
8744,50,23-11-2011,2.8586
8745,50,24-11-2011,2.8415
8746,50,25-11-2011,2.8576
8747,50,28-11-2011,2.8373
8748,50,29-11-2011,2.8279
8749,50,01-12-2011,2.8711
8750,50,02-12-2011,2.8721
8751,50,05-12-2011,2.8728
8752,50,06-12-2011,2.8679
8753,50,07-12-2011,2.8853
8754,50,08-12-2011,2.8868
8755,50,09-12-2011,2.8756
8756,50,12-12-2011,2.867
8757,50,13-12-2011,2.8716
8758,50,14-12-2011,2.872
8759,50,15-12-2011,2.8705
8760,50,16-12-2011,2.8824
8761,50,19-12-2011,2.8887
8762,50,20-12-2011,2.904
8763,50,21-12-2011,2.9198
8764,50,22-12-2011,2.9218
8765,50,23-12-2011,2.9242
8766,50,26-12-2011,2.9326
8767,50,27-12-2011,2.9182
8768,50,28-12-2011,2.9049
8769,50,29-12-2011,2.9259
8770,50,02-01-2012,2.9388
8771,50,03-01-2012,2.954
8772,50,04-01-2012,2.9903
8773,50,05-01-2012,3.004
8774,50,06-01-2012,2.9847
8775,50,09-01-2012,3.0163
8776,50,10-01-2012,3.0246
8777,50,11-01-2012,3.0664
8778,50,12-01-2012,3.0684
8779,50,13-01-2012,3.048
8780,50,16-01-2012,3.0325
8781,50,17-01-2012,3.067
8782,50,18-01-2012,3.0828
8783,50,19-01-2012,3.0944
8784,50,20-01-2012,3.1161
8785,50,24-01-2012,3.0972
8786,50,25-01-2012,3.0727
8787,50,26-01-2012,3.0381
8788,50,27-01-2012,3.0761
8789,50,30-01-2012,3.0544
8790,50,31-01-2012,3.0807
8791,50,01-02-2012,3.1007
8792,50,20-06-2007,2.0948
8793,50,21-06-2007,2.0938
8794,50,22-06-2007,2.0872
8795,50,23-11-2007,1.9805
8796,50,26-11-2007,2.0022
8797,50,27-11-2007,1.9982
8798,50,28-11-2007,2.007
8799,50,29-11-2007,2.007
8800,50,03-12-2007,2.0561
8801,50,04-12-2007,2.0674
8802,50,05-12-2007,2.0712
8803,50,31-10-2013,4.3324
8804,50,04-11-2013,4.3063
8805,50,05-11-2013,4.2921
8806,50,06-11-2013,4.2692
8807,50,07-11-2013,4.247
8808,50,08-11-2013,4.2026
8809,50,11-11-2013,4.1522
8810,50,12-11-2013,4.1853
8811,50,13-11-2013,4.1838
8812,50,14-11-2013,4.1883
8813,50,15-11-2013,4.1993
8814,50,18-11-2013,4.1967
8815,50,19-11-2013,4.1565
8816,50,20-11-2013,4.0957
8817,50,21-11-2013,4.0768
8818,50,22-11-2013,4.0555
8819,50,25-11-2013,4.0128
8820,50,26-11-2013,4.0272
8821,50,27-11-2013,4.0445
8822,50,28-11-2013,4.1155
8823,50,29-11-2013,4.1407
8824,50,02-12-2013,4.1491
8825,50,03-12-2013,4.1227
8826,50,04-12-2013,4.077
8827,50,05-12-2013,4.03
8828,50,06-12-2013,4.0208
8829,50,09-12-2013,4.0171
8830,50,10-12-2013,3.9421
8831,50,11-12-2013,3.9433
8832,50,12-12-2013,3.8669
8833,50,13-12-2013,3.8706
8834,50,16-12-2013,3.8986
8835,50,17-12-2013,3.9688
8836,50,18-12-2013,3.9895
8837,50,19-12-2013,3.966
8838,50,20-12-2013,3.9123
8839,50,23-12-2013,3.9235
8840,50,26-12-2013,3.9392
8841,50,27-12-2013,3.9478
8842,50,02-01-2014,4.0038
8843,50,03-01-2014,3.9812
8844,50,06-01-2014,4.0023
8845,50,07-01-2014,3.9787
8846,50,08-01-2014,4.002
8847,50,09-01-2014,3.9709
8848,50,10-01-2014,3.9145
8849,50,13-01-2014,3.9665
8850,50,14-01-2014,3.9643
8851,50,15-01-2014,3.9768
8852,50,16-01-2014,3.99
8853,50,17-01-2014,3.9927
8854,50,20-01-2014,4.0076
8855,50,21-01-2014,4.0158
8856,50,22-01-2014,4.0889
8857,50,23-01-2014,4.1073
8858,50,24-01-2014,4.1203
8859,50,27-01-2014,4.0538
8860,50,28-01-2014,4.0185
8861,50,29-01-2014,4.0469
8862,50,30-01-2014,4.0299
8863,50,03-02-2014,4.0134
8864,50,04-02-2014,3.935
8865,50,05-02-2014,3.9486
8866,50,06-02-2014,3.9521
8867,50,07-02-2014,4.01
8868,50,10-02-2014,4.0292
8869,50,11-02-2014,4.0681
8870,50,12-02-2014,4.0721
8871,50,13-02-2014,4.0652
8872,50,14-02-2014,4.0722
8873,50,17-02-2014,4.1047
8874,50,18-02-2014,4.1195
8875,50,19-02-2014,4.1802
8876,50,20-02-2014,4.2153
8877,50,21-02-2014,4.1888
8878,50,24-02-2014,4.1817
8879,50,25-02-2014,4.1814
8880,50,26-02-2014,4.1977
8881,50,27-02-2014,4.2169
8882,50,28-02-2014,4.2579
8883,50,03-03-2014,4.2484
8884,50,04-03-2014,4.2484
8885,50,05-03-2014,4.2791
8886,50,06-03-2014,4.3161
8887,50,07-03-2014,4.2944
8888,50,10-03-2014,4.2972
8889,50,11-03-2014,4.3225
8890,50,12-03-2014,4.2823
8891,50,13-03-2014,4.2625
8892,50,14-03-2014,4.239
8893,50,17-03-2014,4.2738
8894,50,18-03-2014,4.3178
8895,1,18-12-2013,29.1445
8896,1,19-12-2013,29.0023
8897,1,20-12-2013,28.6884
8898,1,23-12-2013,28.7668
8899,1,26-12-2013,28.8681
8900,1,27-12-2013,28.9003
8901,1,02-01-2014,29.3131
8902,1,03-01-2014,29.2368
8903,1,06-01-2014,29.4578
8904,1,07-01-2014,29.227
8905,1,08-01-2014,29.414
8906,1,09-01-2014,29.1838
8907,50,16-02-2015,5.1452
8908,50,17-02-2015,5.1503
8909,50,18-02-2015,5.1582
8910,50,20-02-2015,5.1721
8911,50,23-02-2015,5.1755
8912,50,24-02-2015,5.1809
8913,50,25-02-2015,5.1864
8914,50,26-02-2015,5.1345
8915,50,27-02-2015,5.1126
8916,50,02-03-2015,5.1391
8917,50,03-03-2015,5.1426
8918,50,04-03-2015,5.1873
8919,50,05-03-2015,5.1687
8920,50,06-03-2015,5.1955
8921,50,09-03-2015,5.1687
8922,50,10-03-2015,5.1735
8923,50,11-03-2015,5.1495
8924,50,12-03-2015,5.1936
8925,50,13-03-2015,5.173
8926,50,16-03-2015,5.1238
8927,50,17-03-2015,5.1609
8928,50,18-03-2015,5.1418
8929,50,19-03-2015,5.1743
8930,50,20-03-2015,5.1779
8931,50,23-03-2015,5.1929
8932,50,24-03-2015,5.1855
8933,50,25-03-2015,5.1901
8934,50,26-03-2015,5.2118
8935,50,27-03-2015,5.2144
8936,50,30-03-2015,5.2266
8937,50,31-03-2015,5.2527
8938,50,01-04-2015,5.286
8939,50,06-04-2015,5.3235
8940,50,07-04-2015,5.3514
8941,50,08-04-2015,5.3215
8942,50,10-04-2015,5.3676
8943,50,13-04-2015,5.3325
8944,50,14-04-2015,5.3221
8945,50,15-04-2015,5.2273
8946,50,16-04-2015,5.257
8947,50,17-04-2015,5.2553
8948,50,20-04-2015,5.2032
8949,50,21-04-2015,5.1913
8950,50,22-04-2015,5.1824
8951,50,23-04-2015,5.2189
8952,50,24-04-2015,5.2494
8953,50,27-04-2015,5.2554
8954,50,28-04-2015,5.2118
8955,50,29-04-2015,5.1735
8956,50,30-04-2015,5.1046
8957,50,04-05-2015,5.1687
8958,50,05-05-2015,5.2322
8959,50,06-05-2015,5.2038
8960,50,07-05-2015,5.1676
8961,50,08-05-2015,5.1342
8962,50,11-05-2015,5.1516
8963,50,12-05-2015,5.1617
8964,50,13-05-2015,5.1702
8965,50,14-05-2015,5.1846
8966,50,15-05-2015,5.2161
8967,50,18-05-2015,5.2332
8968,50,19-05-2015,5.2081
8969,50,20-05-2015,5.2147
8970,50,21-05-2015,5.1861
8971,50,22-05-2015,5.1621
8972,50,25-05-2015,5.1308
8973,50,26-05-2015,5.1125
8974,50,27-05-2015,5.0312
8975,50,28-05-2015,4.9726
8976,50,29-05-2015,5.0167
8977,50,01-06-2015,5.0699
8978,50,02-06-2015,4.9997
8979,50,03-06-2015,5.0056
8980,50,04-06-2015,4.9988
